,rules
3194,il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction cela peut être considéré comme du harcèlement indépendamment de la confidentialité employée
3195,il est interdit de publier ou diffuser intentionnellement des propos diffamatoires calomnieux ainsi que toute désinformation avec intention de tromper les profils satiriques doivent être indiqués comme tels dans leur nom et description publique
3196,du må skrive på det sprog du vil du skal dog kunne kommunikere på dansk som er serverens officielle sprog
3197,ingen spam
3198,debat og uenighed er velset men hold den gode tone
3199,pornografisk indhold ondskabsfuld opførsel opfordringer til vold og kriminalitet mobning og al den slags er forbudt
3200,man må ikke dele ophavsretsbeskyttet indhold
3201,for at undgå trolde spam osv kræves manuel godkendelse af nye konti så skriv lige hvorfor du gerne vil have en konto
3202,voor personen geldt nicknames zijn niet toegestaan iedereen mag zich registreren maar alleen met je eigen voor en achternaam en een profielfoto van jezelf
3203,voor bedrijven geldt alle bedrijven mogen zich registreren uiteraard moet je wel bevoegd zijn om voor het bedrijf te spreken
3204,geen sex geen geweldsfilmpjes niet elkaar uitschelden blijf fatsoenlijk naar elkaar dan houden we het leuk
3205,
3206,
3207,
3208,
3209,
3210,
3211,
3212,
3213,
3214,das herz der religionen schlägt bildend wir gehen hier respektvoll und achtsam miteinander um immer mit dem ziel religiöse bildung zu ermöglichen
3215,keine belästigung stalking undoder doxxing von anderen
3216,rassismus sexismus oder beschimpfungen haben hier nichts verloren
3217,diskriminierung von geschlechtern und sexuellen minderheiten haben hier auch nichts verloren
3218,nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus ist verboten
3219,aufrufe zu gewalttaten sind verboten
3220,nicht markierter sexueller inhalt undoder gewaltdarstellungen in jeglicher form sind nicht erlaubt
3221,bots die ohne ihre expliziten anfragen mit nutzer interagieren werden gelöscht
3222,übermässige werbung spam spamflut von wiederholenden tröts sind nicht erwünscht
3223,falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht wahrscheinlich sind wir leider nicht geeignet für dich
