,instance,rule,preprocessed rules,lang
2953,social.cezeri.tech,Illegal activities in Turkey and Germany are prohibited.,illegal activities in turkey and germany are prohibited,English
2954,social.cezeri.tech,No obscenity.,no obscenity,non-Englsih
2955,social.cezeri.tech,"Directly targeting other users, any groups, insulting and abusing is prohibited.",directly targeting other users any groups insulting and abusing is prohibited,English
2956,social.cezeri.tech,Engaging in fraud acts will get you banned.,engaging in fraud acts will get you banned,non-Englsih
2957,social.cezeri.tech,"Extreme bigotry on racial, moral, religious, political, etc. topics are prohibited.",extreme bigotry on racial moral religious political etc topics are prohibited,English
2958,social.cezeri.tech,"Intentionally trying to damage the server will get you banned.
",intentionally trying to damage the server will get you banned,English
2959,program-theia.monster,"이곳은 자캐커뮤니티: 여명 마스토돈입니다.
가상의 공간이지만 사회통념적으로 부적절한 행위가 발생하므로, 다른 연합우주에는 노출되지 않도록 하였습니다.
러닝기간 동안은 공개 설정을 포함하여 자유롭게 이용해주세요.

러닝기간이 종료되면 서버와 도메인 전체가 종료될 예정입니다.",이곳은 자캐커뮤니티 여명 마스토돈입니다 가상의 공간이지만 사회통념적으로 부적절한 행위가 발생하므로 다른 연합우주에는 노출되지 않도록 하였습니다 러닝기간 동안은 공개 설정을 포함하여 자유롭게 이용해주세요 러닝기간이 종료되면 서버와 도메인 전체가 종료될 예정입니다,non-Englsih
2960,program-theia.monster,"본 커뮤니티의 모든 사건, 인물, 배경, 묘사 등은 허구임을 밝힙니다. 러닝 도중 현실과의 혼동이 생길 경우, 총괄계의 DM으로 하차 선언 후 러닝을 즉각 중단해주시길 바랍니다.",본 커뮤니티의 모든 사건 인물 배경 묘사 등은 허구임을 밝힙니다 러닝 도중 현실과의 혼동이 생길 경우 총괄계의 dm으로 하차 선언 후 러닝을 즉각 중단해주시길 바랍니다,non-Englsih
2961,program-theia.monster,"본 커뮤니티에 성인이용가 이미지를 업로드 할 경우, 마스토돈 내 기능인 “미디어를 민감함으로 설정하기” 필터를 필히 사용하여 주시기 바랍니다.",본 커뮤니티에 성인이용가 이미지를 업로드 할 경우 마스토돈 내 기능인 미디어를 민감함으로 설정하기 필터를 필히 사용하여 주시기 바랍니다,non-Englsih
2962,program-theia.monster,"본 커뮤니티 러닝 중 성인이용가 역극을 진행하기 전, 필히 총괄계를 포함한 DM에서 조율을 부탁드립니다. “조율 따로 필요 없습니다”와 같은 문구를 프로필과 바이오에 표시해 두신다면 생략 가능합니다.",본 커뮤니티 러닝 중 성인이용가 역극을 진행하기 전 필히 총괄계를 포함한 dm에서 조율을 부탁드립니다 조율 따로 필요 없습니다와 같은 문구를 프로필과 바이오에 표시해 두신다면 생략 가능합니다,non-Englsih
2963,program-theia.monster,"하차 처리된 캐릭터는 세계관에 애초에 존재하지 않던 캐릭터로 취급되어 엔딩 이후에도 언급, 연공 등이 금지됩니다. 하차한 러너님께선 이후 본 커뮤니티의 세계관 관련 설정을 일체 사용하실 수 없습니다.",하차 처리된 캐릭터는 세계관에 애초에 존재하지 않던 캐릭터로 취급되어 엔딩 이후에도 언급 연공 등이 금지됩니다 하차한 러너님께선 이후 본 커뮤니티의 세계관 관련 설정을 일체 사용하실 수 없습니다,non-Englsih
2964,program-theia.monster,"그 외 공지사항은 아래 문서를 필히 참고, 숙지하여 주시기 바랍니다.

https://url.kr/b3vj6d",그 외 공지사항은 아래 문서를 필히 참고 숙지하여 주시기 바랍니다 httpsurlkrb3vj6d,non-Englsih
2965,sachsen-medien.social,Wir wünschen uns von all unseren Benutzerinnen und Benutzern ein respektvolles Miteinander mit folgenden Regeln:,wir wünschen uns von all unseren benutzerinnen und benutzern ein respektvolles miteinander mit folgenden regeln,non-Englsih
2966,sachsen-medien.social,"Auf diesem Server werden keine marginalisierten oder andere Gruppen aufgrund von Merkmalen wie Geschlecht, Herkunft, Beeinträchtigungen, Nationalitäten, Religion u.a. diskriminiert.",auf diesem server werden keine marginalisierten oder andere gruppen aufgrund von merkmalen wie geschlecht herkunft beeinträchtigungen nationalitäten religion ua diskriminiert,non-Englsih
